Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,East Asia & Pacific (IDA & IBRD countries),TEA,2157.91938010453,2286.769782477,2451.24530806912,2649.81645849929,2868.75214281979,3131.70612955601,3450.72859160877,3849.69406453497,4149.94050469473,4448.74654682988,4852.74429762631,5228.04137782468,5575.0423073001,5931.59468379823,6296.46330191384,6664.48834577557,7045.21470188624,7457.89049178297,7894.29711578739,8312.92246043013,8386.63950211,9005.72161441987,9303.52211202572
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Euro area,EMU,30853.1385054093,31423.952566199,31566.1273129298,31628.9508530599,32179.5603833867,32577.2810721025,33499.6140523812,34325.8913160023,34294.4150107331,32645.5191413239,33252.3689886555,33906.6275617053,33522.1754688076,33413.4989986022,33841.6103940756,34471.1747135027,34995.0723160118,35842.3298274979,36369.0726205231,36891.7993038494,34608.4614772745,36812.8039945725,38051.0445374525
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Europe & Central Asia,ECS,18477.5285403386,18863.273716802,19121.7872126142,19419.6815424207,19978.690365054,20464.4783927706,21196.6642243836,21916.8468708201,22052.0918924998,20991.3574844148,21465.351630475,21915.6417726438,21898.7575895315,22004.7529248863,22338.7450304311,22702.8228380066,23032.6152966065,23622.7656806191,24037.6040282064,24389.8062444924,23034.1354718301,24581.3075426451,25418.8606318264
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Europe & Central Asia (excluding high income),ECA,3231.4170375726,3219.6524005977,3410.62468197803,3619.89726149943,3949.57993189741,4268.51101428285,4598.69648089427,4915.72250440104,5034.07810862034,4821.30871859383,5123.22527224197,5504.86405202366,5682.17981048522,6000.41396490137,6136.90314013434,6291.45594655745,6409.4471148702,6736.23791731628,6930.30071694301,7046.99611203784,7016.36291211506,7621.34511041877,7898.44899906048
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Europe & Central Asia (IDA & IBRD countries),TEC,4430.11168037444,4551.16276995954,4781.5832367887,5076.33254199208,5473.20161109334,5833.95966556779,6287.52395891241,6767.52508494843,7054.20102951113,6698.64285633553,6986.95355522259,7364.90946811375,7583.64863478186,7799.56084853446,7935.99050423519,8009.61874995559,8118.42014141453,8434.48840087775,8718.49343377415,8925.46203415138,8778.05956344465,9439.04843335798,9668.43621903069
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,European Union,EUU,26365.7986774651,26899.8795099661,27131.1149025351,27284.7276136716,27885.7681519653,28334.7590973938,29246.6456488849,30060.1943726362,30144.6515730515,28771.7357026131,29352.9442515094,29974.1521239011,29700.9011811145,29667.2033330658,30117.8841825355,30771.6568591261,31300.1591558827,32135.6624693296,32719.1711480652,33289.4352232776,31435.0353450837,33488.1142449396,34605.1747492534
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Fragile and conflict affected situations,FCS,1295.212123623,1317.2785211913,1326.84891113816,1297.19104055081,1417.38633890673,1470.03208126605,1523.62890028503,1581.88537303272,1622.44441895788,1619.06372938072,1676.97481416997,1643.76876493196,1694.3739229428,1708.69932882823,1697.58810951134,1663.16200127279,1634.41669597359,1619.44767158323,1607.410665042,1585.23602922322,1435.4620668369,1425.89864437684,1421.76860683137
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Heavily indebted poor countries (HIPC),HPC,679.180241236318,685.314051709361,691.889343076378,699.033702737858,718.761366870826,737.272732422018,757.521668994488,777.28450144481,798.4447772445,803.144160263683,829.378145273867,843.531584159094,853.586116932267,877.826285990185,899.664821616374,917.296109229181,929.831454420103,948.559641481731,960.452334962383,973.374706001474,946.680806659878,961.96999346246,982.924394594556
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,High income,HIC,30158.070077562,30481.2971869816,30822.9440482007,31366.5421324301,32292.6469967559,33082.5177948394,33950.2397036779,34698.5184340761,34696.0115958764,33329.6767360425,34192.5146608152,34734.2754395528,35042.7341400385,35404.6810437336,35972.696456563,36586.4346902662,37037.6021898442,37796.4689875897,38563.3769225101,39162.0349547886,37538.2523693096,39782.9398439558,40813.0270730429
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,IBRD only,IBD,2749.80831717138,2816.38977629068,2910.20278298267,3047.64543408152,3247.0612433535,3445.04385258554,3692.82779557534,3983.15719895369,4176.83978299189,4249.10322422767,4532.44068726031,4770.23592201554,4976.44743175893,5178.96430999103,5369.52452689677,5546.04775275527,5737.4707664606,5977.69739757901,6214.51417284405,6411.71326335692,6286.40775617083,6728.66940868672,6949.77744058703
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,IDA & IBRD total,IBT,2339.75101446893,2390.57985292545,2464.90323602782,2571.74673053759,2729.87046222028,2885.28754662659,3077.74191466409,3301.24424278247,3448.17245200465,3502.68472824197,3719.8597539937,3896.56523344649,4047.32325168606,4201.8456378006,4347.00390778605,4474.43525326247,4610.83755480503,4784.65501107103,4955.36761741777,5093.37981842859,4971.5872211169,5284.67426657771,5436.74748762757
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,IDA blend,IDB,1294.78635186488,1311.16206592853,1360.4889922868,1387.37333221866,1452.76112133181,1501.63150824282,1548.60504186971,1590.6428814843,1614.19473989247,1665.56682453196,1720.09334929676,1749.06036275665,1786.6430670936,1848.24174811877,1914.26316168169,1947.85246838642,1953.37240963399,1968.31540790627,2003.84851119473,2023.85818922165,1918.37984704312,1960.8295587467,2014.88221922079
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,IDA only,IDX,688.770584647754,700.753432922257,714.992762414711,736.012835320929,762.575661839901,792.915050928441,823.90017446983,857.079927871549,887.590717483648,904.189618538801,941.170103265961,959.3674453315,960.714392094918,987.02078318094,1014.81643854082,1023.43894668408,1043.11282497367,1073.15500247042,1100.05510569349,1126.69021132065,1096.83173371503,1111.69190494885,1134.36793858317
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,IDA total,IDA,899.61428305683,913.556204734526,940.32537147169,963.438932636272,1003.9852047643,1041.06280109594,1077.82305096995,1114.49335203344,1143.00694096765,1172.44269252611,1216.18056240843,1238.54733221968,1252.842684541,1291.78901874009,1333.06862092098,1350.30758062231,1364.45810556663,1388.62153707152,1418.00708422156,1441.63139770219,1384.63983352976,1408.70089156521,1441.8927324741
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Late-demographic dividend,LTE,3466.01310620559,3619.46654540267,3812.59136967467,4048.48471590844,4352.77899604091,4662.84590388694,5063.68908694481,5544.40085964957,5891.622096914,6074.36748179082,6525.60694866136,6949.99107912565,7305.27620420521,7662.87637611851,8010.29794417952,8331.63270803563,8646.07589908332,9041.21609671517,9481.09349361994,9886.07149064231,9878.28626310562,10610.1004840522,10941.5382468571
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Latin America & Caribbean,LCN,6742.02693662192,6684.07410400188,6609.21038163943,6668.60355308319,6962.62599800076,7160.79420102628,7448.60250979922,7751.40903587762,7945.73521560181,7675.9903619546,8060.79704671082,8325.46913166974,8455.4532805586,8595.42651886992,8610.67003577239,8547.23733917891,8405.14560348327,8458.83384476335,8489.63171792302,8447.24518593474,7812.42544444341,8316.14222192775,8604.53059795143
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Latin America & Caribbean (excluding high income),LAC,6581.31117825537,6499.33288090151,6434.32879860597,6503.48118498348,6762.11459440306,6946.74709329377,7223.70712678657,7518.27936660187,7709.18247419356,7438.00793773364,7849.05546645435,8108.49237821588,8210.27585605715,8349.88402062256,8370.00694208678,8308.73911709951,8184.512260438,8264.74819899468,8307.30884340362,8275.309631343,7669.33977303708,8145.29208280277,8412.36598280101
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Latin America & the Caribbean (IDA & IBRD countries),TLA,6609.80119656787,6536.59948338308,6458.32117502446,6518.45556588719,6799.16603256747,6997.41671457478,7284.10053840676,7589.79512008476,7789.84445398257,7519.31125343201,7913.95492804608,8184.33972606365,8315.26653499428,8457.50619153367,8473.88677256195,8404.37747196218,8260.3745502491,8315.64171218597,8349.28798690798,8303.9522722113,7684.38521376063,8192.97514505256,8477.18379868743
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Least developed countries: UN classification,LDC,638.394498313439,653.902811861857,672.408116961,689.669092895827,717.390630227449,752.258316981261,784.786114587078,822.42722071663,855.395791284952,870.835035166982,904.747247036902,913.190170022172,921.298988545369,951.753124130944,979.192124616686,982.894810600519,995.154750826763,1015.62255142587,1038.13136576604,1063.5016284707,1037.48119670683,1042.66310509177,1067.73895636263
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Low & middle income,LMY,2169.24580163668,2214.39575681474,2286.40894364045,2387.09560676557,2533.63490609155,2681.80911389239,2861.63623205145,3071.96637646344,3209.89152688519,3292.95225009223,3513.14255185016,3685.31687703342,3833.91840392667,3994.67974612361,4145.78134336883,4284.85686298442,4431.18235187323,4608.67872042193,4779.40840873637,4919.20859980592,4809.84896387149,5112.9703250261,5268.23590331493
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Low income,LIC,682.327706786891,691.414097939393,707.053589279457,725.474421276256,745.570250035604,768.323976866059,785.049519848458,805.246330809582,821.632312533321,824.836701745066,853.991903353527,829.42908079772,771.968149923314,772.184540301734,775.290079464044,740.889503942237,725.544504224031,719.4917896822,719.528260376391,720.163865502171,691.991878569926,682.068551545596,686.608999787945
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Lower middle income,LMC,1026.7038061104,1050.05243424138,1076.73044918168,1119.67756368748,1177.31848324728,1233.84653222683,1296.74423468298,1361.57389659823,1399.51493678141,1457.71947779502,1531.26610674398,1577.16915781801,1631.61006000183,1696.68881831092,1771.90910691003,1848.28029294397,1924.41858580699,1999.67367968704,2078.47285786989,2133.36043908301,2021.05503375347,2125.14051338163,2230.23361306221
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Middle East, North Africa, Afghanistan & Pakistan",MEA,4004.84887081865,3989.70458625268,3980.86113304131,4072.49109670511,4292.69394546798,4413.06728927417,4564.98448996785,4689.93167710735,4780.09426990896,4720.39884992496,4846.87350895943,4921.0673637503,5018.45851427188,5030.48983466441,5086.55092778754,5125.68064083245,5259.35921867209,5279.9701627926,5321.7434512062,5316.51746627674,5033.14208530647,5209.67271136343,5440.81530487828
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2321.52904553104,2335.69507943702,2358.79891547333,2372.1522342386,2497.58482977173,2562.3377597191,2639.88906827009,2733.1384102406,2767.19555091699,2783.30273792282,2855.29913107747,2785.48050527274,2827.37154127985,2804.95389859493,2819.68602311378,2802.63134980954,2910.61808296495,2959.5986439925,2968.95602708448,2957.01658493792,2829.04712608405,2901.63413648526,2976.35590636317
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2320.80541483788,2336.86270839232,2362.1474741275,2374.28256433042,2498.0483965743,2561.89007487955,2640.5399369682,2734.2054667671,2767.73209152447,2782.93412660241,2854.82931988365,2783.21080824354,2824.63821117317,2801.57595101198,2816.94028870906,2799.45441811583,2906.72067314977,2956.16092955273,2965.86693458956,2954.09492790131,2828.39465134815,2900.57960405182,2975.47966425011
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Middle income,MIC,2277.27178754853,2326.35581527473,2404.29239657687,2513.07600926272,2671.06832098,2831.05223711224,3026.12925447476,3254.29975423416,3404.98708871015,3497.74128828918,3737.17369206799,3929.35951257039,4098.86423214222,4276.8418859906,4444.30945842191,4602.51682691609,4768.02490169307,4967.67314800986,5160.5638050536,5320.7385938622,5211.08110372645,5552.64149986246,5731.4739020229
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,North America,NAC,47364.7456727428,47377.1442729396,47778.0017338011,48654.1313067876,50031.2642410122,51286.8105378707,52201.3765308573,52744.6503467595,52336.0990945176,50514.6640321862,51440.0804801458,51885.5691627919,52612.779441209,53314.6283485468,54229.3963287835,55285.5686917861,55797.5468748501,56770.6564066106,58052.7625499753,59158.7219278339,57470.4195194401,60824.7850729267,61993.4613265648
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,OECD members,OED,30592.0378269081,30794.724507181,31037.1528475102,31442.0228737181,32234.4407117914,32918.4900985192,33673.9718111843,34311.0693477502,34177.1150541466,32783.6280768116,33528.4100044688,33975.6013090401,34230.3149071274,34581.5357525872,35120.4008452828,35779.9123271942,36216.0475622534,36943.6721882405,37584.634230902,38062.9859938454,36444.6516392817,38552.7294071217,39550.448387956
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Other small states,OSS,8348.27646209373,8464.54110405474,8609.50564808359,8860.43714498688,9164.67108439275,9487.11347008899,9959.86385190429,10377.4487607855,10343.2053560068,9699.18302744397,9829.37376191878,10049.9562166758,10063.1293120612,10036.2011169509,10136.6802416118,10359.1182462574,10667.1122642121,11078.5034399888,11422.3381975176,11765.0274554195,10962.0788606767,11722.030338555,12081.4158837591
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Pacific island small states,PSS,3176.39794860245,3163.33571644076,3186.14737789638,3207.73542916581,3296.44443252474,3338.28075619483,3378.98652339856,3346.74967940648,3378.06429573943,3326.82305751956,3408.1961416575,3492.05482608666,3481.4413131175,3547.56315600397,3626.36793557544,3722.7745565917,3811.55677547702,3909.88377121052,3965.69591895216,3969.06712487372,3525.38600970306,3390.86854398028,3635.62681471762
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Post-demographic dividend,PST,34226.7039362383,34578.9972958524,34929.6840503579,35459.8626169439,36405.756283014,37234.4196491304,38117.823061561,38864.7512997089,38770.2271281115,37270.4347171871,38170.9680272624,38689.210554622,38998.3256159869,39436.9871067886,40062.2985082838,40775.9479386213,41324.4948284306,42190.9858310755,42982.1948272898,43623.7992070046,41771.300719227,44164.1627392462,45364.5649508054
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Pre-demographic dividend,PRE,1079.42708690405,1094.9717763003,1126.60995934237,1087.09206577047,1182.63790184807,1216.92124399816,1256.10622810655,1296.53645780715,1340.27787088179,1363.83802147483,1412.49898242198,1431.26652210403,1449.44384186057,1490.0962045902,1522.21824259319,1524.98608713796,1518.36553624341,1501.00472393292,1498.97139237832,1505.95575412271,1406.48382617164,1402.70865652857,1431.65390893488
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Small states,SST,8220.23901042675,8322.09933023977,8496.59454518116,8796.42233141664,9105.86748386888,9451.28413237528,9969.96579894484,10327.7328570127,10342.7108313065,9794.86691738103,9921.82379714538,10072.3942172806,10183.7115546246,10192.7078437938,10324.6794019847,10446.850341907,10523.7082779478,10750.0323524971,10981.9220128952,11201.6035626777,10330.2244204664,10966.3507528896,11659.6483007671
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,South Asia,SAS,758.133172484319,778.357238713854,793.58779205405,838.605352931883,887.193101602536,940.169909002488,999.335555409877,1059.31634791841,1081.2982713599,1145.46231062146,1222.51823014544,1272.07513809819,1326.51107396561,1392.20217841536,1475.2167650201,1570.54142462917,1676.35409782334,1770.26291324586,1863.72112646654,1920.39706317474,1806.99045389559,1957.51785309013,2079.70096055151
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,South Asia (IDA & IBRD),TSA,758.133172484319,778.357238713854,793.58779205405,838.605352931883,887.193101602536,940.169909002488,999.335555409877,1059.31634791841,1081.2982713599,1145.46231062146,1222.51823014544,1272.07513809819,1326.51107396561,1392.20217841536,1475.2167650201,1570.54142462917,1676.35409782334,1770.26291324586,1863.72112646654,1920.39706317474,1806.99045389559,1957.51785309013,2079.70096055151
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Sub-Saharan Africa,SSF,1197.83286103765,1215.36013800713,1258.74653507283,1275.72710309586,1324.51853793772,1366.27424482585,1409.85883394612,1456.1661697907,1490.09370157274,1495.15888390986,1542.53215408965,1567.63762624075,1576.31411158834,1612.24237571721,1643.26781016129,1646.44941139316,1623.17708645872,1620.53648783766,1622.24137160361,1621.5953888781,1529.24894566347,1545.45220046021,1568.7119148255
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Sub-Saharan Africa (excluding high income),SSA,1300.93157211291,1319.48327204805,1368.58329835986,1389.4430156761,1441.30774878104,1485.37551435245,1531.52480384502,1580.27755740837,1615.34587802112,1618.80132357247,1667.51820351409,1691.66660971882,1698.5158646606,1734.35144843299,1764.52518975731,1763.27463036367,1732.90964850105,1725.248614336,1724.10846517385,1719.05269893256,1613.92902099825,1629.64361201344,1653.21688946605
